Albania,1
Argentina,1
Australia,4
Austria,12
Belgium,17
Brazil,3
Canada,2
Chile,1
Denmark,9
Estonia,3
Finland,8
France,93
Germany,25
Greece,1
Hungary,6
India,1
Ireland,1
Italy,10
Japan,4
Latvia,1
Luxembourg,1
Mexico,2
Netherlands,19
New Zealand,2
Norway,7
Philippines,1
Poland,33
Portugal,8
Romania,3
Russia,40
South Africa,1
Spain,19
Sweden,9
Switzerland,8
Turkey,1
USA,61
United Kingdom,43
Yugoslavia,1
