Albania,1
Argentina,1
Australia,17
Austria,74
Belgium,56
Brazil,108
Canada,2
Chile,2
Denmark,98
Estonia,5
Finland,126
France,867
Germany,108
Greece,1
Hungary,40
India,1
Ireland,2
Italy,146
Japan,4
Latvia,1
Luxembourg,1
Mexico,3
Netherlands,213
New Zealand,17
Norway,268
Philippines,2
Poland,372
Portugal,46
Romania,9
Russia,175
South Africa,2
Spain,164
Sweden,103
Switzerland,40
Turkey,1
USA,490
United Kingdom,159
Yugoslavia,1
